source	name	group	rhop0	etap	etap.hat	gammap	kappa	logFCinf	R2
REV	Hsp89.1	L	25.7008	-2.0017	-0.0779	5	-19.4708	-0.7117	0.8946
REV	HSFB2A	L	4.0182	-0.31	-0.0771	4.1176	-19.2854	-0.9115	0.9239
REV	AT1G13360	L	34.7973	-2.6508	-0.0762	3.1471	-19.0444	-1.3406	0.9411
REV	MIOX1	L	7.9197	-0.599	-0.0756	3.7641	-18.9096	-1.0068	0.811
REV	SCAR3	L	2.0274	-0.1486	-0.0733	4.3293	-18.3275	-0.7942	0.9386
REV	AT5G44005	L	6.7723	-0.4828	-0.0713	2.0293	-17.8218	-3.0377	0.8496
REV	AT1G64600	L	3.5688	-0.2527	-0.0708	5	-17.7018	-0.6305	0.8392
REV	AT3G49320	L	6.9991	-0.4929	-0.0704	4.528	-17.6061	-0.7104	0.8492
REV	SAUR51	L	6.3313	-0.4441	-0.0701	1.957	-17.5375	-3.2672	0.8283
REV	BBD1	L	65.9043	-4.3513	-0.066	5	-16.5059	-0.578	0.8939
REV	HSP70-10	L	25.9842	-1.6754	-0.0645	5	-16.1197	-0.5615	0.9433
REV	ORP4C	L	2.1779	-0.1391	-0.0639	1.9138	-15.9722	-2.5957	0.8643
REV	AT4G15640	L	10.3063	-0.631	-0.0612	5	-15.3072	-0.5273	0.9064
REV	AT1G13940	L	2.3997	-0.1454	-0.0606	3.709	-15.1452	-0.7571	0.8005
REV	AT2G33175	L	2.4278	-0.1396	-0.0575	1.3488	-14.3768	NA	0.8633
REV	AT3G44820	L	1.2845	-0.0673	-0.0524	3.2228	-13.0913	-0.752	0.8497
REV	AT4G19430	L	17.0645	-0.8869	-0.052	1.6937	-12.9931	-2.1025	0.8004
REV	AGL42	L	3.2384	-0.1671	-0.0516	3.1071	-12.8991	-0.7739	0.846
REV	BT4	L	69.7915	-3.5957	-0.0515	1.9566	-12.8801	-1.5491	0.8975
REV	DOF1.8	L	2.9506	-0.1411	-0.0478	2.9536	-11.9543	-0.7484	0.8204
REV	MED37D	L	22.2524	-1.0544	-0.0474	3.2338	-11.846	-0.6582	0.8345
REV	AT1G49470	L	13.0381	-0.6161	-0.0473	1.7914	-11.8141	-1.5542	0.862
REV	AT1G07280	L	14.113	-0.613	-0.0434	1.0167	-10.8582	NA	0.8698
REV	PER47	L	7.9414	-0.3445	-0.0434	3.2786	-10.8466	-0.5795	0.857
REV	UMAMIT11	L	9.3784	-0.4016	-0.0428	3.0942	-10.7068	-0.6127	0.8599
REV	AT4G33565	L	7.9431	-0.3309	-0.0417	1.979	-10.4135	-1.0776	0.8588
REV	AT5G15080	L	5.6575	-0.2331	-0.0412	2.8368	-10.2988	-0.6507	0.8075
REV	AT5G37540	L	6.1325	-0.2514	-0.041	1.5353	-10.2477	-1.5884	0.8237
REV	WAK2	L	11.9525	-0.4889	-0.0409	2.4925	-10.2249	-0.7618	0.8004
REV	ATHB-7	L	14.7235	-0.5921	-0.0402	1.155	-10.0537	-2.9482	0.8895
REV	ATPS3	L	20.7965	-0.8302	-0.0399	2.1531	-9.9795	-0.8983	0.8652
REV	UGT79B7	L	3.601	-0.1398	-0.0388	1.242	-9.7054	-2.194	0.8719
REV	CRK42	L	1.6447	-0.058	-0.0353	1.7822	-8.8211	-0.9855	0.9293
REV	AT4G14746	L	13.4623	-0.4709	-0.035	1.2664	-8.7446	-1.692	0.8326
REV	UMAMIT45	L	6.0952	-0.2075	-0.034	1.6464	-8.5106	-1.0497	0.9072
REV	MSL5	L	2.8828	-0.0952	-0.033	1.7036	-8.2551	-0.9562	0.8101
REV	AT3G47540	L	19.2958	-0.6308	-0.0327	0.8353	-8.1723	-5.5295	0.9188
REV	AT3G20010	L	1.3385	-0.0423	-0.0316	1.4178	-7.908	-1.1772	0.8255
REV	ERF060	L	9.0781	-0.2725	-0.03	1.18	-7.5034	-1.4575	0.933
REV	CYP86A8	L	6.455	-0.1882	-0.0291	2.4715	-7.2873	-0.504	0.8042
REV	UGT85A5	L	3.3255	-0.0956	-0.0287	0.6286	-7.184	NA	0.967
REV	BHLH111	L	1.8393	-0.0526	-0.0286	0.1583	-7.1498	NA	0.9108
REV	MYB49	L	1.5498	-0.0436	-0.0281	0.426	-7.032	NA	0.9078
REV	IDD9	L	4.3655	-0.1203	-0.0276	0.4728	-6.8885	NA	0.8798
REV	AtRLP19	L	2.363	-0.0613	-0.026	0.2111	-6.4904	NA	0.8846
REV	AT2G25625	L	12.1775	-0.3028	-0.0249	0.7161	-6.2165	-2.923	0.8148
REV	KCS19	L	30.8485	-0.7442	-0.0241	0.9879	-6.0309	-1.3602	0.8912
REV	SPL12	L	6.5586	-0.1581	-0.0241	0.7958	-6.0281	-2.0438	0.807
REV	UBC23	L	2.7905	-0.0653	-0.0234	1.5435	-5.8507	-0.6875	0.8571
REV	MTM1	L	2.3867	-0.0515	-0.0216	0.661	-5.3969	-2.4464	0.94
REV	ANAC041	L	7.0968	-0.153	-0.0216	0.6716	-5.3885	-2.3391	0.8418
REV	COPT6	L	35.2338	0.761	0.0216	0.9648	5.3995	0.6412	0.9455
REV	AT3G29130	L	11.4896	0.2733	0.0238	0.9379	5.9473	0.7085	0.8075
REV	AT3G13510	L	9.9084	0.2921	0.0295	1.3447	7.3711	0.6306	0.8033
REV	AT5G66580	L	9.7616	0.2961	0.0303	0.3096	7.5844	1.7866	0.8636
REV	AT3G19370	L	10.993	0.3545	0.0323	0.3913	8.0627	1.6137	0.8213
REV	AT3G61820	L	9.9847	0.3293	0.033	0.2539	8.2447	2.0867	0.9525
REV	AT5G06265	L	6.5155	0.2259	0.0347	0.6493	8.6661	1.2232	0.9001
REV	AT5G06770	L	6.2212	0.2169	0.0349	0.234	8.715	2.2401	0.8862
REV	MAP70.4	E	4.89	0.1733	0.0354	1.5502	8.8618	0.6523	0.8251
REV	AT3G12915	L	1.3073	0.0467	0.0357	0.0954	8.9252	3.3727	0.8353
REV	PIF1	L	6.6994	0.2399	0.0358	0.4966	8.954	1.4869	0.8903
REV	AT3G62650	L	54.0125	1.9419	0.036	1.7879	8.9881	0.5876	0.8657
REV	AT5G64460	E	23.6792	0.8537	0.0361	0.3459	9.0129	1.8502	0.8513
REV	MYOB3	L	1.978	0.072	0.0364	0.3953	9.1049	1.7239	0.918
REV	AFP4	L	7.4796	0.2747	0.0367	2.1379	9.181	0.5155	0.8452
REV	AT3G16660	L	302.6008	11.211	0.037	0.0992	9.2622	3.3699	0.8208
REV	AT5G13770	E	9.2492	0.3651	0.0395	0.8245	9.8689	1.1355	0.8146
REV	ARAC5	E	22.5054	0.9164	0.0407	2.0004	10.1803	0.5935	0.8153
REV	AT4G13000	L	0.835	0.0342	0.041	0.7932	10.2528	1.1969	0.8543
REV	AT5G27440	L	2.6724	0.117	0.0438	1.9097	10.9467	0.6537	0.8637
REV	AT3G05070	E	22.9282	1.035	0.0451	0.8468	11.2855	1.222	0.9333
REV	AT5G48430	E	4.57	0.2105	0.0461	0.2365	11.5138	2.5528	0.8322
REV	AT4G13370	E	2.8485	0.1366	0.048	0.973	11.9921	1.1586	0.8437
REV	CYP706A5	L	4.8788	0.2358	0.0483	1.1678	12.0827	1.0248	0.8841
REV	AT3G15115	L	1.5423	0.0762	0.0494	1.1595	12.3518	1.0464	0.9053
REV	AT2G19460	E	13.018	0.6439	0.0495	0.4616	12.3646	1.8792	0.825
REV	AT5G62770	L	6.0787	0.3132	0.0515	0.516	12.8829	1.8061	0.949
REV	IAA12	L	7.7104	0.402	0.0521	2.2799	13.0328	0.6523	0.81
REV	SGR5	L	1.6127	0.0898	0.0557	0.3508	13.9259	2.3132	0.8167
REV	AT5G27290	E	4.4748	0.25	0.0559	0.3277	13.9649	2.3953	0.8243
REV	CYCB1-2	E	14.7699	0.8421	0.057	1.0668	14.2531	1.2241	0.8667
REV	AT1G68660	L	56.3244	3.2146	0.0571	3.2715	14.268	0.5222	0.9015
REV	HCF101	E	15.1784	0.8914	0.0587	1.2963	14.6819	1.0926	0.9625
REV	AT1G69080	L	4.2021	0.2551	0.0607	0.6191	15.179	1.7874	0.92
REV	UGT71B2	E	6.5598	0.4134	0.063	1.2831	15.7559	1.1557	0.8183
REV	BHLH129	L	6.2151	0.3932	0.0633	0.2747	15.816	2.7566	0.9316
REV	BEH3	L	3.0534	0.1937	0.0635	2.0792	15.8631	0.818	0.8234
REV	BHLH80	E	4.1295	0.2706	0.0655	2.4299	16.3806	0.7434	0.9182
REV	AT5G38520	L	28.8437	1.9162	0.0664	2.5135	16.6084	0.7318	0.8018
REV	AT1G69160	L	7.2037	0.5123	0.0711	0.4798	17.7783	2.2343	0.8474
REV	ATL79	L	7.6881	0.5735	0.0746	0.2909	18.6501	2.8897	0.8815
REV	NUDT25	L	21.737	1.6817	0.0774	1.1335	19.3419	1.4364	0.8855
REV	AT3G05936	L	1.1103	0.0866	0.078	0.2174	19.4914	3.3168	0.8401
REV	AT1G16170	L	34.7069	2.7062	0.078	0.8001	19.4931	1.7809	0.8484
REV	AT1G75710	E	6.2076	0.4845	0.078	1.2822	19.5116	1.3344	0.8912
REV	KRP2	L	11.9482	0.9342	0.0782	0.4356	19.5465	2.456	0.921
REV	AT2G21560	L	8.5725	0.6842	0.0798	1.2451	19.9519	1.3798	0.8435
REV	AT3G16700	L	8.1738	0.7063	0.0864	5	21.6019	0.5181	0.8216
REV	AT1G09812	E	3.0352	0.2661	0.0877	2.0112	21.9159	1.0633	0.8151
REV	AT3G48970	L	5.1461	0.4701	0.0913	2.2492	22.8355	1.011	0.8936
REV	GA3OX1	L	9.0607	0.8325	0.0919	0.6704	22.9712	2.1461	0.9817
REV	AT4G12580	L	5.6359	0.5252	0.0932	0.5029	23.2951	2.4937	0.8127
REV	RTFL8	L	16.8092	1.595	0.0949	2.2376	23.7228	1.0428	0.8578
REV	MYB86	L	2.4198	0.233	0.0963	0.4098	24.0696	2.7812	0.8166
REV	AT1G06690	E	4.6591	0.4549	0.0976	1.836	24.4084	1.22	0.8844
REV	YUC6	E	1.2981	0.1281	0.0987	1.149	24.675	1.6542	0.8789
REV	NPY1	L	2.5296	0.2581	0.102	5	25.508	0.5947	0.8499
REV	ZFP1	L	0.7547	0.0777	0.1029	0.2795	25.7319	3.3515	0.9557
REV	APK1B	L	5.6194	0.5955	0.106	1.5974	26.4914	1.4105	0.8939
REV	XTH20	E	2.6712	0.2833	0.106	1.1914	26.5106	1.6893	0.8329
REV	AT5G02710	L	21.5348	2.3017	0.1069	5	26.7202	0.6177	0.8588
REV	AT4G39190	L	4.1434	0.4448	0.1074	1.807	26.8404	1.3135	0.9925
REV	NHL12	E	14.1624	1.5479	0.1093	2.1197	27.3236	1.1947	0.8524
REV	HGPT	L	4.7363	0.5249	0.1108	5	27.7047	0.6361	0.8184
REV	AT4G10600	E	1.115	0.1252	0.1123	0.9642	28.0688	1.9675	0.8928
REV	AT4G16140	L	18.4601	2.1873	0.1185	5	29.6227	0.6713	0.8923
REV	TAA1	L	6.58	0.7887	0.1199	1.4133	29.9638	1.6416	0.9734
REV	GRF4	L	3.5909	0.447	0.1245	1.807	31.1194	1.4447	0.8264
REV	HAT1	E	9.6158	1.2147	0.1263	0.828	31.5808	2.2672	0.8171
REV	ATL47	L	2.3249	0.3021	0.1299	2.1092	32.4829	1.3449	0.8427
REV	AT1G31355	L	1.3444	0.1762	0.131	3.0279	32.762	1.058	0.9066
REV	AT3G07600	E	2.4526	0.3278	0.1336	0.0323	33.4123	6.7081	0.8076
REV	AT3G15760	L	1.7475	0.235	0.1345	0.3584	33.6238	3.3758	0.9782
REV	CYP74B2	L	1.859	0.2532	0.1362	5	34.0511	0.7493	0.8674
REV	AT2G28140	L	2.6704	0.3743	0.1402	1.0101	35.0425	2.1601	0.8051
REV	WRKY54	E	1.6269	0.2357	0.1449	2.8537	36.2181	1.1822	0.8083
REV	PCMP-H61	E	1.4677	0.2147	0.1462	2.1553	36.5623	1.431	0.8941
REV	AT5G67350	L	4.4424	0.6849	0.1542	4.0243	38.5439	0.9692	0.8765
REV	RMA1	E	4.4346	0.6891	0.1554	0.7891	38.8466	2.5663	0.8947
REV	AT5G25240	E	4.3652	0.6973	0.1597	0.057	39.9332	6.1512	0.8076
REV	PNSL3	E	7.5311	1.2074	0.1603	1.0014	40.0797	2.3226	0.9165
REV	HAT3	L	3.8054	0.6727	0.1768	1.4856	44.1946	1.9909	0.8927
REV	POLAR	E	3.0977	0.5502	0.1776	5	44.4019	0.9169	0.8499
REV	AT1G61170	L	3.4085	0.6157	0.1806	3.8379	45.1587	1.1221	0.8478
REV	AT1G52770	L	0.7181	0.1339	0.1865	1.3997	46.6214	2.1146	0.9428
REV	ZFP8	L	26.2161	4.9739	0.1897	3.4755	47.4318	1.2417	0.9198
REV	MYB4	L	11.6441	2.222	0.1908	2.7495	47.7063	1.4516	0.8406
REV	AT2G38180	L	14.0003	2.825	0.2018	3.8202	50.4451	1.2144	0.93
REV	SAUR14	E	32.2141	6.6169	0.2054	1.0726	51.3505	2.5329	0.8646
REV	VQ33	L	3.649	0.8162	0.2237	2.8322	55.9187	1.5726	0.9274
REV	HAT4	E	5.901	1.3311	0.2256	1.0051	56.3947	2.7248	0.845
REV	AT4G39320	E	7.0968	1.6082	0.2266	4.645	56.651	1.1503	0.8361
REV	ERF025	E	0.6424	0.1552	0.2416	1.3275	60.4102	2.4727	0.9332
REV	AT3G27400	E	1.1465	0.2776	0.2421	5	60.5301	1.1444	0.8368
REV	DIR1	L	254.1833	61.9347	0.2437	4.8518	60.9154	1.1735	0.8074
REV	AT1G14630	L	5.2839	1.3387	0.2534	5	63.3404	1.1807	0.8707
REV	AT5G20670	L	3.1895	0.8097	0.2539	1.8039	63.4698	2.1758	0.8457
REV	CYCU1-1	E	2.5493	0.6578	0.258	3.1228	64.5083	1.6162	0.8298
REV	PP2A5	L	1.4093	0.3688	0.2617	5	65.4336	1.2071	0.8793
REV	HLS1	L	0.561	0.1529	0.2725	3.1139	68.1223	1.6725	0.9451
REV	AT5G03995	L	7.1854	1.9655	0.2735	1.5037	68.3853	2.4719	0.8849
REV	LOG1	L	10.0951	3.1075	0.3078	5	76.9557	1.3443	0.9145
REV	AT5G03890	E	1.2434	0.4247	0.3415	0.8451	85.3813	3.4728	0.9454
REV	AT3G06070	L	7.9835	2.8243	0.3538	5	88.4434	1.4693	0.8347
REV	HAT2	L	9.1784	3.3541	0.3654	3.8511	91.3598	1.7537	0.9768
REV	UGT76F2	E	1.0061	0.4376	0.4349	3.8741	108.7365	1.9286	0.8399
REV	OFP5	L	0.8453	0.3767	0.4457	2.2	111.424	2.6005	0.8686
REV	ATL75	E	2.3239	1.2173	0.5238	0.6268	130.9582	4.4524	0.9455
REV	AT2G18969	L	1.8656	1.0274	0.5507	1.837	137.6743	3.0865	0.8107
REV	AT3G28220	E	5.9989	3.435	0.5726	3.1234	143.1539	2.4811	0.8183
REV	YUC5	L	0.3331	0.2336	0.7014	3.963	175.3387	2.4395	0.8989
REV	AT2G16367	E	1.1539	1.2357	1.0709	4.2553	267.7175	2.8662	0.8528
REV	AT2G18938	L	0.194	0.315	1.63	5	407	3.19	0.8555
