source	name	group	rhop0	etap	etap.hat	gammap	kappa	logFCinf	R2
STM	AT2G45685	L	6.5277	-0.4328	-0.0663	2.6391	-16.5744	-1.4268	0.8431
STM	AT5G13370	L	4.3595	-0.2873	-0.0659	5	-16.4747	-0.5767	0.8116
STM	MDH2	L	65.7529	-4.2179	-0.0641	5	-16.037	-0.558	0.8629
STM	CRRSP11	L	14.0194	-0.8745	-0.0624	3.8867	-15.5945	-0.7399	0.8541
STM	ZPR1	L	19.7838	-1.2326	-0.0623	2.9417	-15.5754	-1.0876	0.8723
STM	CSLA3	L	5.5704	-0.3441	-0.0618	5	-15.4429	-0.5329	0.8379
STM	TCP21	L	23.2837	-1.4284	-0.0613	5	-15.3372	-0.5285	0.8477
STM	UGT92A1	L	9.3737	-0.5654	-0.0603	5	-15.0782	-0.5178	0.8423
STM	AT2G41250	L	31.3089	-1.8618	-0.0595	1.8161	-14.866	-2.4624	0.9911
STM	SCL3	L	6.705	-0.3708	-0.0553	4.4793	-13.8244	-0.5325	0.8131
STM	AT2G35880	L	40.8134	-2.1964	-0.0538	3.7114	-13.4538	-0.6495	0.8564
STM	ATMYB30	L	10.5595	-0.5302	-0.0502	3.2308	-12.553	-0.7097	0.9181
STM	CRY2	L	20.0531	-0.9886	-0.0493	3.6852	-12.3248	-0.5874	0.9256
STM	WAKL9	L	5.721	-0.2771	-0.0484	2.2334	-12.1107	-1.1274	0.9063
STM	AT5G43740	L	1.7322	-0.0835	-0.0482	2.6533	-12.0456	-0.873	0.8587
STM	ABI1	L	15.315	-0.7179	-0.0469	3.05	-11.7196	-0.6996	0.9324
STM	RTNLB2	L	56.7396	-2.6266	-0.0463	2.9637	-11.5729	-0.7143	0.9231
STM	CYP71A22	L	8.468	-0.3736	-0.0441	3.2274	-11.0299	-0.6033	0.8354
STM	CPuORF22	L	3.0647	-0.1344	-0.0438	2.9723	-10.9619	-0.6638	0.9103
STM	AT5G19800	L	11.8825	-0.4865	-0.0409	1.8245	-10.2364	-1.1879	0.8479
STM	AT1G24160	L	13.1958	-0.497	-0.0377	3.0743	-9.4154	-0.5275	0.9576
STM	PUP22	L	1.8222	-0.068	-0.0373	2.2921	-9.3305	-0.7541	0.8227
STM	PLL5	L	6.5371	-0.2119	-0.0324	2.1716	-8.1038	-0.6739	0.8915
STM	PYL5	L	86.5884	-2.7751	-0.032	1.8764	-8.0123	-0.8034	0.8041
STM	MYB59	L	29.8706	-0.9454	-0.0317	0.8652	-7.9129	-3.549	0.8941
STM	AT1G17620	L	48.2298	-1.5035	-0.0312	2.5625	-7.7937	-0.5231	0.8601
STM	ORP3C	L	42.7706	-1.2902	-0.0302	2.5292	-7.5413	-0.5108	0.8607
STM	AT1G30320	L	4.9136	-0.148	-0.0301	1.2519	-7.5326	-1.3281	0.9471
STM	WAK2	L	10.5988	-0.3089	-0.0291	0.8592	-7.2852	-2.7171	0.8182
STM	AtGT2L	L	16.2745	-0.4296	-0.0264	0.269	-6.5994	NA	0.8823
STM	LECRK17	L	4.324	-0.1082	-0.025	0.0908	-6.2571	NA	0.9166
STM	anac103	L	2.2442	-0.0507	-0.0226	0.7295	-5.6428	-2.1424	0.9418
STM	PAP26	L	62.8278	-1.4079	-0.0224	1.5027	-5.6024	-0.6731	0.9205
STM	BIR1	L	11.5298	-0.2499	-0.0217	1.4512	-5.4187	-0.6744	0.8119
STM	JAL33	L	113.6046	-2.3423	-0.0206	1.0303	-5.1545	-1.0009	0.8869
STM	AT3G12170	E	3.9657	0.1022	0.0258	0.0524	6.4412	3.7327	0.8184
STM	MOL1	L	1.2047	0.0313	0.026	0.4667	6.4942	1.2579	0.8087
STM	AT4G08310	E	8.6125	0.2698	0.0313	0.2568	7.8316	2.0179	0.8488
STM	ENA	L	8.692	0.2895	0.0333	1.679	8.326	0.581	0.8652
STM	AT3G61800	L	1.493	0.0515	0.0345	0.3975	8.6211	1.6639	0.8035
STM	MIP1	L	3.2382	0.1175	0.0363	1.5922	9.0735	0.6507	0.9078
STM	AT4G21460	E	6.9268	0.2521	0.0364	1.0005	9.0981	0.933	0.8764
STM	ARF4	L	4.2716	0.1594	0.0373	1.6854	9.3279	0.6355	0.8265
STM	AT5G67460	E	1.9926	0.0751	0.0377	0.7039	9.4173	1.2253	0.8071
STM	AT3G02400	E	1.7754	0.0691	0.0389	0.6394	9.728	1.3342	0.8478
STM	AT5G60730	L	0.927	0.039	0.0421	0.0967	10.5283	3.571	0.8852
STM	AT4G32295	L	2.3877	0.1022	0.0428	0.8724	10.6977	1.1546	0.8636
STM	NIP2	E	5.9075	0.2584	0.0437	0.2778	10.9337	2.3032	0.8038
STM	FKD1	E	3.8227	0.1689	0.0442	1.4997	11.0487	0.7964	0.8399
STM	UNE16	L	5.9199	0.2754	0.0465	0.1931	11.6313	2.812	0.861
STM	AT3G01410	L	3.9484	0.1925	0.0488	2.1748	12.1882	0.6419	0.8043
STM	ENO1	E	18.9051	0.9356	0.0495	1.2397	12.3726	0.9986	0.8031
STM	PAE7	E	52.8623	2.7544	0.0521	2.4999	13.0263	0.6051	0.8195
STM	AT1G16445	L	2.737	0.1448	0.0529	0.8061	13.2269	1.401	0.8193
STM	NFYB1	L	8.589	0.4588	0.0534	1.5824	13.3535	0.8828	0.8112
STM	AT2G43490	E	2.9961	0.1601	0.0534	1.8159	13.3557	0.7953	0.8157
STM	SDP1L	L	0.9802	0.0528	0.0538	1.786	13.4571	0.8102	0.8334
STM	AT4G27240	L	2.6929	0.1459	0.0542	1.2931	13.5405	1.0336	0.8007
STM	AT4G25835	L	3.0639	0.1671	0.0545	0.2607	13.6352	2.6393	0.8313
STM	AT3G22183	L	11.7217	0.6452	0.055	0.1692	13.7617	3.1909	0.9787
STM	AFP2	L	4.0107	0.2416	0.0602	2.9023	15.0592	0.603	0.8157
STM	ANT	L	3.053	0.1918	0.0628	1.6257	15.7083	0.9755	0.8207
STM	ACA8	E	3.4944	0.2404	0.0688	0.6822	17.1962	1.8159	0.9019
STM	AT1G23530	E	2.0447	0.1422	0.0696	1.6258	17.3885	1.0493	0.8366
STM	ATHB-23	L	6.1854	0.4306	0.0696	0.1921	17.4026	3.3306	0.8762
STM	AT5G25240	L	6.0961	0.4374	0.0718	1.0647	17.9376	1.4248	0.8048
STM	RPP8L3	E	1.5606	0.1148	0.0736	2.3736	18.3974	0.8279	0.8028
STM	AT1G21740	E	0.7453	0.057	0.0764	0.5335	19.1062	2.1957	0.8312
STM	ABCB21	L	3.1412	0.2493	0.0794	1.1786	19.8408	1.4241	0.8142
STM	TPR4	L	26.7485	2.1422	0.0801	3.077	20.0218	0.7231	0.8665
STM	AT3G13740	L	11.9562	0.9704	0.0812	4.0079	20.2905	0.591	0.8989
STM	AT2G36200	L	1.0809	0.0885	0.0818	1.3923	20.4595	1.3042	0.8599
STM	ADK2	E	70.6399	5.7875	0.0819	2.0323	20.4825	1.0057	0.8552
STM	AT3G05390	E	0.8559	0.0725	0.0847	1.9451	21.1705	1.0624	0.8165
STM	EPFL1	L	1.9937	0.1703	0.0854	0.9048	21.3514	1.7483	0.8834
STM	BAM3	E	4.0532	0.3512	0.0866	2.1217	21.6613	1.015	0.9364
STM	AT3G44716	E	2.2023	0.1918	0.0871	0.5787	21.7723	2.2516	0.8109
STM	AT4G24700	L	14.7899	1.3561	0.0917	1.2864	22.9225	1.4761	0.8963
STM	OPT1	L	3.3846	0.3113	0.092	0.7397	22.9944	2.0387	0.8592
STM	AT5G45470	E	1.6022	0.1474	0.092	1.693	22.9963	1.2378	0.8218
STM	AT1G07820	L	72.4002	6.6917	0.0924	5	23.1068	0.5481	0.8576
STM	AT5G04885	L	2.694	0.2576	0.0956	5	23.9017	0.5637	0.9376
STM	GATA22	L	3.8087	0.3647	0.0958	0.7982	23.9418	1.9998	0.9263
STM	BRG1	E	19.9672	1.9462	0.0975	1.2608	24.3671	1.5522	0.8559
STM	TRM7	L	0.8059	0.0792	0.0982	2.1089	24.5585	1.114	0.8647
STM	ZFP4	L	7.0853	0.7388	0.1043	1.0953	26.0679	1.757	0.9612
STM	ZFP3	E	3.4649	0.365	0.1053	0.569	26.3365	2.4928	0.8634
STM	AT3G53650	L	10.8253	1.1827	0.1093	2.0587	27.3125	1.2183	0.8867
STM	AT3G20150	L	1.0553	0.1171	0.111	4.7375	27.7458	0.6651	0.8842
STM	AT4G20420	E	0.9685	0.1109	0.1145	0.8418	28.6161	2.1373	0.8967
STM	SADHU1-1	E	76.1778	8.8636	0.1164	1.7378	29.0886	1.4189	0.8001
STM	ABCG35	E	2.9029	0.3392	0.1169	1.3403	29.2131	1.6689	0.8323
STM	MYB7	E	11.7422	1.3762	0.1172	0.8246	29.2992	2.1869	0.923
STM	AT5G40570	E	2.3097	0.2998	0.1298	5	32.4492	0.7216	0.8371
STM	FAF3	L	5.7597	0.7919	0.1375	3.8918	34.3707	0.9132	0.9044
STM	AT1G06475	E	6.7017	0.926	0.1382	5	34.5435	0.7578	0.8622
STM	NPR5	L	2.7011	0.3813	0.1412	0.6387	35.2886	2.7061	0.9309
STM	AT3G16700	L	3.1322	0.4629	0.1478	5	36.9474	0.7982	0.8052
STM	AT5G41670	E	72.8856	10.8137	0.1484	4.8157	37.0912	0.8239	0.8171
STM	AT3G14560	L	3.9175	0.6003	0.1532	2.9386	38.3064	1.2039	0.8551
STM	KAN1	L	2.8087	0.4401	0.1567	2.0268	39.1729	1.5522	0.9279
STM	AT5G45700	L	1.1898	0.1882	0.1582	2.8001	39.5424	1.2703	0.8477
STM	CYP81F1	L	1.492	0.2459	0.1648	0.4854	41.1993	3.2461	0.8533
STM	AT1G30282	L	0.6571	0.1122	0.1707	1.1263	42.684	2.2599	0.826
STM	SMXL5	E	0.7365	0.1262	0.1713	1.1176	42.8285	2.2727	0.8858
STM	AT1G44760	L	13.8464	2.3751	0.1715	2.4199	42.8836	1.471	0.9287
STM	ARF10	L	2.9987	0.5214	0.1739	3.8236	43.466	1.0954	0.9215
STM	AT4G13540	L	6.1221	1.0707	0.1749	2.0166	43.7237	1.6637	0.8652
STM	HMGB6	L	8.407	1.4714	0.175	5	43.7558	0.907	0.8077
STM	XTH20	E	2.6811	0.4709	0.1756	3.0671	43.9062	1.2819	0.8216
STM	anac057	E	0.9304	0.1763	0.1895	1.2643	47.3718	2.247	0.9396
STM	AT4G16610	E	0.5133	0.0992	0.1933	0.367	48.3195	3.8244	0.827
STM	AT1G33260	L	2.836	0.5539	0.1953	3.6526	48.8251	1.2245	0.8245
STM	AT5G66985	E	4.2663	0.8336	0.1954	2.6249	48.8482	1.5165	0.8678
STM	SAUR14	L	28.0199	5.7507	0.2052	5	51.3087	1.0188	0.8515
STM	ACR4	L	5.6042	1.3067	0.2332	5	58.2907	1.1149	0.8815
STM	AT1G30280	L	0.863	0.204	0.2364	2.4972	59.0929	1.7512	0.9188
STM	anac097	E	2.5501	0.6081	0.2385	4.338	59.6191	1.2475	0.8267
STM	AT3G28540	E	1.7397	0.4175	0.24	4.7346	59.9888	1.1808	0.8172
STM	PER38	E	4.1704	1.1006	0.2639	3.534	65.9759	1.5195	0.8528
STM	AT4G22470	E	10.2523	3.0998	0.3024	5	75.5883	1.3287	0.8033
STM	AT2G07080	E	142.4852	46.4236	0.3258	4.9731	81.4534	1.3994	0.8044
STM	DREB3	L	0.7471	0.2437	0.3261	3.4026	81.5321	1.7639	0.9152
STM	HAT4	E	5.7539	2.0129	0.3498	0.5259	87.4572	4.14	0.8263
STM	ZFP1	L	0.8181	0.3166	0.387	0.802	96.7444	3.7074	0.8736
STM	AT5G59990	L	1.6248	0.9243	0.5689	5	142.2169	1.9427	0.8462
STM	ARR15	L	0.3782	0.2378	0.6287	3.1073	157.1766	2.5989	0.9499
